Type,ambient_cabinet_temp_k,processing_unit_temp_k,cooling_fan_speed_rpm,mechanical_load_nm,component_wear_min,equipment_failure,component_wear_failure,thermal_dissipation_failure,power_delivery_failure,overload_stress_failure,random_node_failure,failure_type,temp_delta_k,cabinet_temp_c,processing_temp_c,estimated_power_load,wear_load_interaction,thermal_stress_index,cooling_efficiency_index,speed_torque_ratio
M,300.7,309.5,1733,26.7,108,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,4.845141361256545,2883.6,234.9600000000003,5.599353778354269,64.90636461024852
L,300.6,309.4,2496,13.5,111,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,3.5283769633507855,1498.5,118.79999999999939,8.067226864682524,184.88887519341665
L,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,5.9154764397905755,4113.2,320.31999999999834,5.016160294065417,42.63736146600656
L,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,none,8.699999999999989,27.450000000000045,36.150000000000034,5.709769633507854,4450.5,336.6899999999996,4.555447770593444,36.40826779306801
M,300.6,309.4,1581,35.7,117,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,5.910125654450262,4176.900000000001,314.1599999999984,5.109890093374628,44.285713045218124
L,300.7,309.5,1251,59.9,120,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,7.846586387434554,7188.0,527.1200000000007,4.042003217957986,20.884807664694364
L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,6.9267015706806285,5380.2,392.49000000000154,4.8449612246609775,34.01360467089332
L,300.6,309.5,1576,38.8,124,0,0,0,0,0,0,none,8.899999999999977,27.450000000000045,36.35000000000002,6.403015706806282,4811.2,345.3199999999991,5.092083990009422,40.61855565416094
M,300.7,309.5,1352,44.0,126,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,6.229109947643979,5544.0,387.2000000000005,4.368336011733971,30.727272028925636
L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,5.269979057591623,3908.7000000000003,269.67000000000104,5.364987062774589,54.81848003899405
L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,5.583099476439791,4532.6,307.9400000000012,4.977390164801711,44.53757096712223
H,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,none,9.0,27.450000000000045,36.450000000000045,4.052774869109948,2726.5,184.5,6.098191194773284,92.09755648304602
L,300.5,309.5,1255,62.1,138,0,0,0,0,0,0,none,9.0,27.350000000000023,36.35000000000002,8.160785340314137,8569.800000000001,558.9,4.05492728899862,20.20933944912497
L,300.6,309.6,1411,41.6,140,0,0,0,0,0,0,none,9.0,27.450000000000045,36.450000000000045,6.14634554973822,5824.0,374.40000000000003,4.557493525331093,33.91826841542624
L,300.6,309.5,1516,39.0,142,0,0,0,0,0,0,none,8.899999999999977,27.450000000000045,36.35000000000002,6.190994764397906,5538.0,347.0999999999991,4.898222924399926,38.87179387508221
M,300.6,309.5,1492,34.0,144,0,0,0,0,0,0,none,8.899999999999977,27.450000000000045,36.35000000000002,5.311832460732984,4896.0,302.5999999999992,4.820678498156128,43.88235165051907
L,300.6,309.6,1726,30.0,147,0,0,0,0,0,0,none,9.0,27.450000000000045,36.450000000000045,5.4219895287958115,4410.0,270.0,5.574935382509898,57.533331415555615
L,300.7,309.7,1598,33.7,149,0,0,0,0,0,0,none,9.0,27.55000000000001,36.55000000000001,5.639015706806283,5021.3,303.3,5.159832078915621,47.41839621903869
L,300.8,309.8,1657,31.1,151,0,0,0,0,0,0,none,9.0,27.650000000000034,36.650000000000034,5.396094240837697,4696.1,279.90000000000003,5.348611990482207,53.27974105209835
L,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,none,8.899999999999977,27.650000000000034,36.55000000000001,5.908492146596858,5829.3,339.0899999999991,4.782047126954966,38.87139005586903
M,300.7,309.7,1397,51.3,155,0,0,0,0,0,0,none,9.0,27.55000000000001,36.55000000000001,7.504303664921465,7951.5,461.7,4.5108169050344955,27.231968280078593
L,300.8,309.7,1461,44.3,158,0,0,0,0,0,0,none,8.899999999999977,27.650000000000034,36.55000000000001,6.777204188481675,6999.4,394.26999999999896,4.717468502688187,32.979683228449595
M,300.7,309.6,1388,51.1,160,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,7.426890052356021,8176.0,454.7900000000018,4.483204119886292,27.162426082927084
L,300.7,309.7,1507,52.4,163,0,0,0,0,0,0,none,9.0,27.55000000000001,36.55000000000001,8.268774869109947,8541.199999999999,471.59999999999997,4.865999338501778,28.759541435886614
M,300.7,309.6,1421,49.8,165,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,7.410031413612566,8217.0,443.2200000000017,4.589793266828833,28.534135973210123
M,300.8,309.7,1258,54.9,168,0,0,0,0,0,0,none,8.899999999999977,27.650000000000034,36.55000000000001,7.231853403141361,9223.199999999999,488.60999999999876,4.061995466380383,22.91438938225156
M,300.8,309.7,1482,39.0,171,0,0,0,0,0,0,none,8.899999999999977,27.650000000000034,36.55000000000001,6.0521465968586385,6669.0,347.0999999999991,4.7852760581683045,37.99999902564105
H,300.7,309.6,1403,51.3,174,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,7.536534031413612,8926.199999999999,456.5700000000017,4.531653732132901,27.348927342126174
L,300.8,309.7,1373,45.4,179,0,0,0,0,0,0,none,8.899999999999977,27.650000000000034,36.55000000000001,6.527141361256544,8126.599999999999,404.059999999999,4.43332255591436,30.242290082768942
L,300.9,309.7,1460,42.1,181,0,0,0,0,0,0,none,8.800000000000011,27.75,36.55000000000001,6.436230366492147,7620.1,370.4800000000005,4.714239571474848,34.67933409312746
M,300.8,309.7,1751,27.9,183,0,0,0,0,0,0,none,8.899999999999977,27.650000000000034,36.55000000000001,5.115486910994764,5105.7,248.30999999999935,5.653858554556479,62.75985438136723
M,300.8,309.6,1546,42.3,186,0,0,0,0,0,0,none,8.800000000000011,27.650000000000034,36.450000000000045,6.847727748691099,7867.799999999999,372.24000000000046,4.993540035550581,36.548462492944154
M,300.8,309.7,1680,28.2,189,0,0,0,0,0,0,none,8.899999999999977,27.650000000000034,36.55000000000001,4.960837696335078,5329.8,250.97999999999936,5.424604438409414,59.574465972536665
M,300.9,309.7,1394,48.8,192,0,0,0,0,0,0,none,8.800000000000011,27.75,36.55000000000001,7.123267015706806,9369.599999999999,429.4400000000005,4.501130111394478,28.5655731851317
L,300.7,309.6,1810,26.0,195,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,4.9277486910994766,5070.0,231.4000000000009,5.846253211090913,69.61538193786993
L,300.7,309.5,1479,34.5,197,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,5.342984293193718,6796.5,303.60000000000036,4.77867526727407,42.86956397479525
L,300.9,309.7,1431,41.4,199,0,0,0,0,0,0,none,8.800000000000011,27.75,36.55000000000001,6.203497382198953,8238.6,364.32000000000045,4.620600566288019,34.56521655639574
L,300.9,309.7,2355,14.4,201,0,0,0,0,0,0,none,8.800000000000011,27.75,36.55000000000001,3.5509947643979056,2894.4,126.72000000000017,7.604133007413197,163.54165530960728
M,300.7,309.6,1996,19.8,203,1,1,0,0,0,0,component_wear_failure,8.900000000000034,27.55000000000001,36.450000000000045,4.138303664921466,4019.4,176.22000000000068,6.447028402948874,100.80807571676384
L,300.7,309.5,1461,49.9,0,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,7.633916230366491,0.0,439.1200000000006,4.720516947591221,29.27855652748384
H,300.7,309.5,2007,19.7,2,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,4.140094240837697,39.4,173.3600000000002,6.484652644637633,101.8781674173519
L,300.7,309.6,1505,34.9,7,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,5.499947643979057,244.29999999999998,310.61000000000115,4.861111095409847,43.12320793343244
H,300.7,309.6,1925,20.5,9,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,4.132198952879581,184.5,182.4500000000007,6.217700238314921,93.90243444378368
M,300.7,309.5,1622,30.5,14,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,5.1802094240837695,427.0,268.4000000000003,5.240710806976701,53.180326125235204
L,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,4.83434554973822,493.0,255.20000000000033,5.143780274171954,54.89654983115345
L,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,4.7460732984293195,465.5,215.60000000000028,5.9773828562927855,75.51020099958363
M,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,7.496230366492147,1022.7,428.56000000000057,4.749596107432646,30.18480430832024
M,300.7,309.5,1445,46.4,24,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,7.020732984293193,1113.6,408.3200000000005,4.668820663428689,31.142240708141365
L,300.7,309.5,1685,31.1,27,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,5.487277486910995,839.7,273.68000000000035,5.444264925866673,54.18006256655747
H,300.7,309.5,1667,30.5,29,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,5.323926701570681,884.5,268.4000000000003,5.386106606183824,54.65573591292669
L,300.7,309.5,1578,35.4,34,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,5.849340314136126,1203.6,311.5200000000004,5.098546025529738,44.57626992722402
H,300.6,309.4,1691,28.0,36,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,4.957905759162304,1008.0,246.39999999999873,5.465416918340605,60.392854985969464
M,300.7,309.5,1439,43.8,41,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,6.599811518324607,1795.8,385.44000000000045,4.64943455686774,32.85388052845022
M,300.8,309.6,1404,38.7,44,0,0,0,0,0,0,none,8.800000000000011,27.650000000000034,36.450000000000045,5.689507853403142,1702.8000000000002,340.56000000000046,4.534883706282675,36.279068829998224
L,300.8,309.6,1498,45.8,47,0,0,0,0,0,0,none,8.800000000000011,27.650000000000034,36.450000000000045,7.184125654450261,2152.6,403.0400000000005,4.83850127636143,32.70742286665016
M,300.8,309.5,1481,44.5,49,0,0,0,0,0,0,none,8.699999999999989,27.650000000000034,36.35000000000002,6.900994764397906,2180.5,387.1499999999995,4.785137302794387,33.28089812851915
M,300.7,309.4,1589,35.0,52,0,0,0,0,0,0,none,8.699999999999989,27.55000000000001,36.25,5.823560209424084,1820.0,304.4999999999996,5.13574658973579,45.39999870285718
L,300.7,309.5,1467,44.3,55,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,6.805036649214659,2436.5,389.8400000000005,4.739903054152171,33.11512340597916
L,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,5.680753926701571,1869.6,288.6399999999985,5.345830622670231,50.42682773088941
L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,6.300439790575916,2354.1,351.12000000000046,4.87237478231866,37.79448526830864
M,300.7,309.6,1439,43.0,61,0,0,0,0,0,0,none,8.900000000000034,27.55000000000001,36.450000000000045,6.479267015706807,2623.0,382.70000000000147,4.647932801524765,33.46511550081127
L,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,5.368335078534031,1939.2,266.6400000000003,5.46688205018778,55.84158231545933
M,300.7,309.5,1838,24.9,66,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,4.7922722513089,1643.3999999999999,219.12000000000026,5.938610643170887,73.81525807970851
L,300.6,309.3,1601,40.2,69,0,0,0,0,0,0,none,8.699999999999989,27.450000000000045,36.150000000000034,6.739287958115184,2773.8,349.73999999999955,5.176204315628179,39.825869656072896
L,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,7.396900523560211,3663.6,454.07999999999765,4.424692939803837,26.531007237771178
M,300.6,309.4,1312,45.2,73,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,6.209675392670158,3299.6000000000004,397.75999999999794,4.240465403230558,29.026548030386106
L,300.6,309.4,1468,44.1,76,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,6.778931937172775,3351.6,388.079999999998,4.744667082273216,33.28798110458093
M,300.6,309.4,1452,39.4,78,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,5.990450261780104,3073.2,346.7199999999982,4.692954089550892,36.852790942822566
M,300.7,309.5,1393,43.9,81,0,0,0,0,0,0,none,8.800000000000011,27.55000000000001,36.35000000000002,6.403424083769633,3555.9,386.3200000000005,4.50080773990046,31.731206566487323
M,300.6,309.4,1432,44.2,84,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,6.627685863874346,3712.8,388.959999999998,4.628312848647988,32.39818931225816
M,300.6,309.3,1510,46.0,87,0,0,0,0,0,0,none,8.699999999999989,27.450000000000045,36.150000000000034,7.273298429319372,4002.0,400.1999999999995,4.881991578137757,32.826086242911174
M,300.6,309.4,1521,37.2,90,0,0,0,0,0,0,none,8.799999999999955,27.450000000000045,36.25,5.924732984293194,3348.0000000000005,327.3599999999983,4.915966370665914,40.88709567507807
H,300.5,309.4,1360,46.2,93,0,0,0,0,0,0,none,8.899999999999977,27.350000000000023,36.25,6.579267015706807,4296.6,411.179999999999,4.39560438139753,29.437228800059984
M,300.5,309.3,1881,25.5,98,0,0,0,0,0,0,none,8.800000000000011,27.350000000000023,36.150000000000034,5.022565445026178,2499.0,224.4000000000003,6.081474277137167,73.7647029896195
L,300.4,309.3,1413,50.3,101,0,0,0,0,0,0,none,8.900000000000034,27.25,36.150000000000034,7.442293193717277,5080.299999999999,447.67000000000166,4.568380198615001,28.09145073376838
H,300.5,309.4,1642,36.2,103,0,0,0,0,0,0,none,8.899999999999977,27.350000000000023,36.25,6.224125654450262,3728.6000000000004,322.1799999999992,5.307045878128489,45.359114769085224
L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,none,9.0,27.350000000000023,36.35000000000002,6.216439790575916,4158.0,346.5,4.9822293861640405,40.05194701163774
L,300.4,309.5,1447,39.3,110,0,0,0,0,0,0,none,9.100000000000023,27.25,36.35000000000002,5.954670157068063,4323.0,357.63000000000085,4.6752826989490055,36.819337485513046
H,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,none,9.0,27.25,36.25,6.472460732984294,4524.8,363.59999999999997,4.945054929072221,37.871286191304804
L,300.5,309.5,1795,27.7,117,0,0,0,0,0,0,none,9.0,27.350000000000023,36.35000000000002,5.206439790575916,3240.9,249.29999999999998,5.799676879484081,64.80144170391907
L,300.6,309.6,1290,57.4,119,0,0,0,0,0,0,none,9.0,27.450000000000045,36.450000000000045,7.753507853403141,6830.599999999999,516.6,4.16666665320844,22.47386720428803
L,300.6,309.7,1639,30.4,121,0,0,0,0,0,0,none,9.099999999999966,27.450000000000045,36.55000000000001,5.217340314136125,3678.3999999999996,276.63999999999896,5.292218258662518,53.91447191070816
L,300.7,309.8,1596,31.5,123,0,0,0,0,0,0,none,9.100000000000023,27.55000000000001,36.650000000000034,5.264293193717277,3874.5,286.6500000000007,5.1517107645199784,50.666665058201104
L,300.6,309.8,1455,48.0,125,0,0,0,0,0,0,none,9.199999999999989,27.450000000000045,36.650000000000034,7.313089005235602,6000.0,441.59999999999945,4.696578422541709,30.312499368489597
M,300.6,309.8,1659,28.9,127,0,0,0,0,0,0,none,9.199999999999989,27.450000000000045,36.650000000000034,5.020429319371727,3670.2999999999997,265.87999999999965,5.355067768382609,57.404842304330714
M,300.6,309.8,1532,42.5,130,0,0,0,0,0,0,none,9.199999999999989,27.450000000000045,36.650000000000034,6.817801047120419,5525.0,390.99999999999955,4.9451258717071465,36.047057975363344
L,300.6,309.8,1502,42.4,133,0,0,0,0,0,0,none,9.199999999999989,27.450000000000045,36.650000000000034,6.668565445026178,5639.2,390.07999999999953,4.848289203201132,35.42452746640266
L,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,none,9.199999999999989,27.450000000000045,36.650000000000034,5.055162303664922,3861.0,263.11999999999966,5.4486765479384225,59.02097695730849
M,300.5,309.7,1341,50.9,137,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,7.147319371727748,6973.3,468.2799999999994,4.329996757087515,26.345775513835452
M,300.5,309.7,1685,29.4,140,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,5.187329842931937,4116.0,270.4799999999997,5.440749094476109,57.31292322064887
M,300.5,309.8,1370,55.9,143,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,8.019162303664922,7993.7,519.8700000000006,4.422207861774668,24.50804965101879
L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,8.031675392670158,7665.0,488.25000000000057,4.715945756242912,27.82857089850341
L,300.5,309.8,1550,37.4,148,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,6.070157068062827,5535.2,347.8200000000004,5.003227872810756,41.44384915925537
M,300.5,309.8,1508,37.8,150,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,5.968837696335078,5670.0,351.5400000000004,4.867656536902335,39.894178838778345
L,300.5,309.8,1345,62.7,153,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,8.830523560209425,9593.1,583.1100000000007,4.341510638019655,21.4513553197551
L,300.5,309.7,1616,34.5,155,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,5.837905759162304,5347.5,317.39999999999964,5.217952840755722,46.84057835244701
L,300.5,309.7,1395,61.0,157,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,8.910471204188482,9577.0,561.1999999999994,4.504359042607818,22.86885208411718
H,300.5,309.8,1324,72.8,159,1,0,0,1,0,0,power_delivery_failure,9.300000000000011,27.350000000000023,36.650000000000034,10.092900523560209,11575.199999999999,677.0400000000008,4.273724970065445,18.18681293699433
L,300.5,309.8,1445,43.9,164,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,6.6424607329842935,7199.599999999999,408.2700000000005,4.664299533039705,32.91571679007479
M,300.5,309.8,1555,38.9,166,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,6.333979057591623,6457.4,361.77000000000044,5.019367317561758,39.97429203150921
M,300.6,309.9,1449,42.4,169,0,0,0,0,0,0,none,9.299999999999955,27.450000000000045,36.75,6.433256544502617,7165.599999999999,394.31999999999806,4.675701824215225,34.17452749588379
M,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,none,9.399999999999977,27.350000000000023,36.75,8.16661780104712,9150.4,500.0799999999988,4.730558229330241,27.556390459466346
L,300.5,309.9,1503,37.4,175,0,0,0,0,0,0,none,9.399999999999977,27.350000000000023,36.75,5.886094240837696,6545.0,351.55999999999915,4.849951581639395,40.18716470087795
L,300.4,309.7,1488,35.7,177,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,5.5624712041884825,6318.900000000001,332.01000000000045,4.804649645448339,41.68067110138176
L,300.4,309.7,1314,50.2,179,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,6.907099476439791,8985.800000000001,466.8600000000006,4.242815614327363,26.175298283360593
M,300.4,309.7,1547,38.0,181,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,6.155602094240837,6878.0,353.40000000000043,4.995156587035336,40.710525244459866
M,300.4,309.7,1466,39.8,184,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,6.109612565445025,7323.2,370.14000000000044,4.733613158754882,36.834169928789706
L,300.3,309.6,1537,37.1,187,0,0,0,0,0,0,none,9.300000000000011,27.150000000000034,36.450000000000045,5.970963350785341,6937.7,345.0300000000004,4.964470268202615,41.428570311898376
M,300.2,309.5,1434,51.5,189,0,0,0,0,0,0,none,9.300000000000011,27.05000000000001,36.35000000000002,7.733089005235602,9733.5,478.9500000000006,4.633279468066949,27.844659653501754
L,300.4,309.6,1432,44.7,192,0,0,0,0,0,0,none,9.200000000000045,27.25,36.450000000000045,6.702659685863875,8582.400000000001,411.24000000000206,4.625322982476346,32.03579346676077
L,300.5,309.6,1390,48.4,194,0,0,0,0,0,0,none,9.100000000000023,27.350000000000023,36.450000000000045,7.044607329842932,9389.6,440.4400000000011,4.4896640681858395,28.719007671094886
L,300.5,309.7,1580,42.8,196,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,7.081047120418848,8388.8,393.7599999999995,5.10171131707552,36.91588698794657
L,300.5,309.7,1589,30.5,198,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,5.074816753926702,6039.0,280.5999999999997,5.130771697995571,52.09835894759479
L,300.5,309.8,1441,48.8,200,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,7.363434554973822,9760.0,453.84000000000054,4.651387977238903,29.528687919494104
L,300.5,309.8,1305,51.7,202,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,7.064764397905759,10443.400000000001,480.8100000000006,4.212395080011636,25.241779008863077
M,300.5,309.8,1566,35.9,204,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,5.8868481675392665,7323.599999999999,333.8700000000004,5.054874096013964,43.62116870136021
L,300.5,309.8,1379,54.2,207,1,0,0,0,1,0,overload_stress_failure,9.300000000000011,27.350000000000023,36.650000000000034,7.826366492146597,11219.400000000001,504.0600000000006,4.451258862326473,25.44280395861985
L,300.4,309.6,1543,38.1,209,0,0,0,0,0,0,none,9.200000000000045,27.25,36.450000000000045,6.1558429319371735,7962.900000000001,350.52000000000174,4.983850113101259,40.498686601084344
L,300.5,309.8,1421,49.6,211,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,7.380272251308901,10465.6,461.2800000000006,4.5868301982348925,28.6491929707824
L,300.5,309.6,1760,30.6,213,0,0,0,0,0,0,none,9.100000000000023,27.350000000000023,36.450000000000045,5.639371727748691,6517.8,278.4600000000007,5.684754503602214,57.516337989662155
L,300.4,309.5,1711,29.2,215,0,0,0,0,0,0,none,9.100000000000023,27.25,36.35000000000002,5.231539267015706,6278.0,265.72000000000065,5.528271387630787,58.595888404250395
L,300.5,309.6,1465,41.6,217,0,0,0,0,0,0,none,9.100000000000023,27.350000000000023,36.450000000000045,6.381570680628272,9027.2,378.56000000000097,4.731912129418888,35.21634530729939
L,300.5,309.6,1366,50.2,219,0,0,0,0,0,0,none,9.100000000000023,27.350000000000023,36.450000000000045,7.180439790575916,10993.800000000001,456.8200000000012,4.412144688591264,27.211154836431177
M,300.4,309.5,1888,21.9,221,0,0,0,0,0,0,none,9.100000000000023,27.25,36.35000000000002,4.329549738219895,4839.9,199.29000000000048,6.1001615311788,86.21004172556887
L,300.5,309.5,1777,23.6,0,0,0,0,0,0,0,none,9.0,27.350000000000023,36.35000000000002,4.391329842931937,0.0,212.4,5.741518559801232,75.29660697895733
L,300.5,309.5,1379,55.6,2,0,0,0,0,0,0,none,9.0,27.350000000000023,36.35000000000002,8.028523560209425,111.2,500.40000000000003,4.455573491258244,24.80215782729932
L,300.4,309.5,1525,51.3,4,0,0,0,0,0,0,none,9.100000000000023,27.25,36.35000000000002,8.191884816753927,205.2,466.8300000000011,4.92730208424135,29.727094937093668
M,300.4,309.6,1563,34.0,6,0,0,0,0,0,0,none,9.200000000000045,27.25,36.450000000000045,5.564607329842932,204.0,312.80000000000155,5.048449596096739,45.97058688321803
M,300.5,309.7,1389,43.3,9,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,6.297769633507853,389.7,398.3599999999995,4.4849854553277835,32.07852119911037
M,300.6,309.8,1447,42.9,12,0,0,0,0,0,0,none,9.199999999999989,27.450000000000045,36.650000000000034,6.50013612565445,514.8,394.6799999999995,4.670755310940105,33.729602943365904
M,300.6,309.7,1934,22.8,15,0,0,0,0,0,0,none,9.099999999999966,27.450000000000045,36.55000000000001,4.617298429319372,342.0,207.47999999999922,6.244752966597504,84.82455768313343
H,300.6,309.7,1470,43.8,18,0,0,0,0,0,0,none,9.099999999999966,27.450000000000045,36.55000000000001,6.741989528795811,788.4,398.5799999999985,4.746528883608238,33.561643069368884
M,300.6,309.7,1428,42.6,23,0,0,0,0,0,0,none,9.099999999999966,27.450000000000045,36.55000000000001,6.369926701570681,979.8000000000001,387.65999999999855,4.6109137726480025,33.52112597368249
L,300.4,309.6,1319,48.1,26,0,0,0,0,0,0,none,9.200000000000045,27.25,36.450000000000045,6.643340314136126,1250.6000000000001,442.5200000000022,4.260335903551886,27.422036851932706
L,300.5,309.7,1887,24.3,28,0,0,0,0,0,0,none,9.199999999999989,27.350000000000023,36.55000000000001,4.801476439790576,680.4,223.55999999999972,6.092993199570574,77.65431779200338
L,300.4,309.5,1349,50.4,30,0,0,0,0,0,0,none,9.100000000000023,27.25,36.35000000000002,7.119329842931936,1512.0,458.6400000000011,4.358642958453496,26.76587248480412
M,300.3,309.5,1665,31.4,32,0,0,0,0,0,0,none,9.199999999999989,27.150000000000034,36.35000000000002,5.474450261780104,1004.8,288.87999999999965,5.379644570663507,53.02547601829694
L,300.3,309.5,1474,38.7,35,0,0,0,0,0,0,none,9.199999999999989,27.150000000000034,36.35000000000002,5.97317277486911,1354.5,356.03999999999957,4.762520178473279,38.08785431297534
L,300.4,309.5,1543,38.9,37,0,0,0,0,0,0,none,9.100000000000023,27.25,36.35000000000002,6.2850994764397905,1439.3,353.99000000000086,4.985460403924199,39.66580874895094
M,300.2,309.4,1459,43.9,39,0,0,0,0,0,0,none,9.199999999999989,27.05000000000001,36.25,6.706816753926701,1712.1,403.8799999999995,4.715578523866909,33.234623388732956
L,300.3,309.5,1551,37.9,42,0,0,0,0,0,0,none,9.199999999999989,27.150000000000034,36.35000000000002,6.155277486910994,1591.8,348.67999999999955,5.011308546005465,40.92348176982898
L,300.2,309.4,1981,21.4,44,0,0,0,0,0,0,none,9.199999999999989,27.05000000000001,36.25,4.4390994764397895,941.5999999999999,196.87999999999974,6.402714911432725,92.57008913223883
L,300.2,309.4,1526,35.3,46,0,0,0,0,0,0,none,9.199999999999989,27.05000000000001,36.25,5.640607329842932,1623.8,324.7599999999996,4.93212668089164,43.229460531743335
M,300.2,309.4,1501,40.0,48,0,0,0,0,0,0,none,9.199999999999989,27.05000000000001,36.25,6.286910994764398,1920.0,367.99999999999955,4.851325129763009,37.52499906187503
L,300.2,309.4,1558,38.3,51,0,0,0,0,0,0,none,9.199999999999989,27.05000000000001,36.25,6.248314136125654,1953.3,352.35999999999956,5.0355526663362875,40.67885011282376
L,300.2,309.3,1532,43.2,53,0,0,0,0,0,0,none,9.100000000000023,27.05000000000001,36.150000000000034,6.930094240837697,2289.6000000000004,393.120000000001,4.953119932256321,35.46296214206106
L,300.1,309.2,1326,55.9,55,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,7.761612565445025,3074.5,508.68999999999807,4.288486402689242,23.72092980821235
L,300.2,309.2,1431,51.3,57,0,0,0,0,0,0,none,9.0,27.05000000000001,36.05000000000001,7.6869424083769635,2924.1,461.7,4.628072430051512,27.894736298348224
